REF_DATE,DataNormal,GEO,DGUID,North American Product Classification System (NAPCS),UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2003-05-01,2003Q2,Atlantic Region,2021A00011,Light fuel oils (except kerosene and diesel) [261322],"Index, 202001=100",403,units,0,v1324952535,1.4,45.5,,,,1
2003-05-01,2003Q2,Quebec,2021A000224,"Finished motor gasoline (except for aircraft, and ethanol fuel) [261211]","Index, 202001=100",403,units,0,v1324952544,2.1,41.7,,,,1
2003-05-01,2003Q2,Quebec,2021A000224,Diesel fuel [261221],"Index, 202001=100",403,units,0,v1324952545,2.2,35,,,,1
2003-05-01,2003Q2,Quebec,2021A000224,Light fuel oils (except kerosene and diesel) [261322],"Index, 202001=100",403,units,0,v1324952547,2.4,41,,,,1
2003-05-01,2003Q2,Ontario,2021A000235,"Finished motor gasoline (except for aircraft, and ethanol fuel) [261211]","Index, 202001=100",403,units,0,v1324952540,3.1,51.6,,,,1
2003-05-01,2003Q2,Ontario,2021A000235,Diesel fuel [261221],"Index, 202001=100",403,units,0,v1324952541,3.2,48,,,,1
2003-05-01,2003Q2,Ontario,2021A000235,Light fuel oils (except kerosene and diesel) [261322],"Index, 202001=100",403,units,0,v1324952543,3.4,48,,,,1
2003-05-01,2003Q2,Prairie Region,2021A00014,"Finished motor gasoline (except for aircraft, and ethanol fuel) [261211]","Index, 202001=100",403,units,0,v1324952548,4.1,60.7,,,,1
2003-05-01,2003Q2,Prairie Region,2021A00014,Diesel fuel [261221],"Index, 202001=100",403,units,0,v1324952549,4.2,40.3,,,,1
2003-05-01,2003Q2,Prairie Region,2021A00014,Light fuel oils (except kerosene and diesel) [261322],"Index, 202001=100",403,units,0,v1324952551,4.4,38.3,,,,1
2003-05-01,2003Q2,British Columbia,2021A000259,"Finished motor gasoline (except for aircraft, and ethanol fuel) [261211]","Index, 202001=100",403,units,0,v1324952536,5.1,56.4,,,,1
2003-05-01,2003Q2,British Columbia,2021A000259,Diesel fuel [261221],"Index, 202001=100",403,units,0,v1324952537,5.2,47.2,,,,1
2003-05-01,2003Q2,British Columbia,2021A000259,Light fuel oils (except kerosene and diesel) [261322],"Index, 202001=100",403,units,0,v1324952539,5.4,38.1,,,,1
2003-06-01,2003Q2,Atlantic Region,2021A00011,"Finished motor gasoline (except for aircraft, and ethanol fuel) [261211]","Index, 202001=100",403,units,0,v1324952532,1.1,48.5,,,,1
2003-06-01,2003Q2,Atlantic Region,2021A00011,Diesel fuel [261221],"Index, 202001=100",403,units,0,v1324952533,1.2,53.7,,,,1
2003-06-01,2003Q2,Atlantic Region,2021A00011,Light fuel oils (except kerosene and diesel) [261322],"Index, 202001=100",403,units,0,v1324952535,1.4,44,,,,1
2003-06-01,2003Q2,Quebec,2021A000224,"Finished motor gasoline (except for aircraft, and ethanol fuel) [261211]","Index, 202001=100",403,units,0,v1324952544,2.1,42.5,,,,1
2003-06-01,2003Q2,Quebec,2021A000224,Diesel fuel [261221],"Index, 202001=100",403,units,0,v1324952545,2.2,34,,,,1
2003-06-01,2003Q2,Quebec,2021A000224,Light fuel oils (except kerosene and diesel) [261322],"Index, 202001=100",403,units,0,v1324952547,2.4,38.8,,,,1
2003-06-01,2003Q2,Ontario,2021A000235,"Finished motor gasoline (except for aircraft, and ethanol fuel) [261211]","Index, 202001=100",403,units,0,v1324952540,3.1,52.9,,,,1
2003-06-01,2003Q2,Ontario,2021A000235,Diesel fuel [261221],"Index, 202001=100",403,units,0,v1324952541,3.2,46.1,,,,1
2003-06-01,2003Q2,Ontario,2021A000235,Light fuel oils (except kerosene and diesel) [261322],"Index, 202001=100",403,units,0,v1324952543,3.4,46.6,,,,1
2003-06-01,2003Q2,Prairie Region,2021A00014,"Finished motor gasoline (except for aircraft, and ethanol fuel) [261211]","Index, 202001=100",403,units,0,v1324952548,4.1,61.2,,,,1
2003-06-01,2003Q2,Prairie Region,2021A00014,Diesel fuel [261221],"Index, 202001=100",403,units,0,v1324952549,4.2,40.5,,,,1
2003-06-01,2003Q2,Prairie Region,2021A00014,Light fuel oils (except kerosene and diesel) [261322],"Index, 202001=100",403,units,0,v1324952551,4.4,35.9,,,,1
2003-06-01,2003Q2,British Columbia,2021A000259,"Finished motor gasoline (except for aircraft, and ethanol fuel) [261211]","Index, 202001=100",403,units,0,v1324952536,5.1,56.7,,,,1
2003-06-01,2003Q2,British Columbia,2021A000259,Diesel fuel [261221],"Index, 202001=100",403,units,0,v1324952537,5.2,46.6,,,,1
2003-06-01,2003Q2,British Columbia,2021A000259,Light fuel oils (except kerosene and diesel) [261322],"Index, 202001=100",403,units,0,v1324952539,5.4,37.5,,,,1
2003-07-01,2003Q3,Atlantic Region,2021A00011,"Finished motor gasoline (except for aircraft, and ethanol fuel) [261211]","Index, 202001=100",403,units,0,v1324952532,1.1,50.2,,,,1
2003-07-01,2003Q3,Atlantic Region,2021A00011,Diesel fuel [261221],"Index, 202001=100",403,units,0,v1324952533,1.2,54.3,,,,1
2003-07-01,2003Q3,Atlantic Region,2021A00011,Light fuel oils (except kerosene and diesel) [261322],"Index, 202001=100",403,units,0,v1324952535,1.4,43.3,,,,1
2003-07-01,2003Q3,Quebec,2021A000224,"Finished motor gasoline (except for aircraft, and ethanol fuel) [261211]","Index, 202001=100",403,units,0,v1324952544,2.1,44.3,,,,1
2003-07-01,2003Q3,Quebec,2021A000224,Diesel fuel [261221],"Index, 202001=100",403,units,0,v1324952545,2.2,34.5,,,,1
2003-07-01,2003Q3,Quebec,2021A000224,Light fuel oils (except kerosene and diesel) [261322],"Index, 202001=100",403,units,0,v1324952547,2.4,38,,,,1
2003-07-01,2003Q3,Ontario,2021A000235,"Finished motor gasoline (except for aircraft, and ethanol fuel) [261211]","Index, 202001=100",403,units,0,v1324952540,3.1,56.3,,,,1
2003-07-01,2003Q3,Ontario,2021A000235,Diesel fuel [261221],"Index, 202001=100",403,units,0,v1324952541,3.2,47.3,,,,1
2003-07-01,2003Q3,Ontario,2021A000235,Light fuel oils (except kerosene and diesel) [261322],"Index, 202001=100",403,units,0,v1324952543,3.4,45.3,,,,1
2003-07-01,2003Q3,Prairie Region,2021A00014,"Finished motor gasoline (except for aircraft, and ethanol fuel) [261211]","Index, 202001=100",403,units,0,v1324952548,4.1,63.2,,,,1
2003-07-01,2003Q3,Prairie Region,2021A00014,Diesel fuel [261221],"Index, 202001=100",403,units,0,v1324952549,4.2,40.6,,,,1
2003-07-01,2003Q3,Prairie Region,2021A00014,Light fuel oils (except kerosene and diesel) [261322],"Index, 202001=100",403,units,0,v1324952551,4.4,36.7,,,,1
2003-07-01,2003Q3,British Columbia,2021A000259,"Finished motor gasoline (except for aircraft, and ethanol fuel) [261211]","Index, 202001=100",403,units,0,v1324952536,5.1,58.9,,,,1
2003-07-01,2003Q3,British Columbia,2021A000259,Diesel fuel [261221],"Index, 202001=100",403,units,0,v1324952537,5.2,47.2,,,,1
2003-07-01,2003Q3,British Columbia,2021A000259,Light fuel oils (except kerosene and diesel) [261322],"Index, 202001=100",403,units,0,v1324952539,5.4,37.6,,,,1
2003-08-01,2003Q3,Atlantic Region,2021A00011,"Finished motor gasoline (except for aircraft, and ethanol fuel) [261211]","Index, 202001=100",403,units,0,v1324952532,1.1,53.8,,,,1
2003-08-01,2003Q3,Atlantic Region,2021A00011,Diesel fuel [261221],"Index, 202001=100",403,units,0,v1324952533,1.2,56.3,,,,1
2003-08-01,2003Q3,Atlantic Region,2021A00011,Light fuel oils (except kerosene and diesel) [261322],"Index, 202001=100",403,units,0,v1324952535,1.4,43.8,,,,1
2003-08-01,2003Q3,Quebec,2021A000224,"Finished motor gasoline (except for aircraft, and ethanol fuel) [261211]","Index, 202001=100",403,units,0,v1324952544,2.1,48.3,,,,1
2003-08-01,2003Q3,Quebec,2021A000224,Diesel fuel [261221],"Index, 202001=100",403,units,0,v1324952545,2.2,35.2,,,,1
2003-08-01,2003Q3,Quebec,2021A000224,Light fuel oils (except kerosene and diesel) [261322],"Index, 202001=100",403,units,0,v1324952547,2.4,39.9,,,,1
2003-08-01,2003Q3,Ontario,2021A000235,"Finished motor gasoline (except for aircraft, and ethanol fuel) [261211]","Index, 202001=100",403,units,0,v1324952540,3.1,64.7,,,,1
2003-08-01,2003Q3,Ontario,2021A000235,Diesel fuel [261221],"Index, 202001=100",403,units,0,v1324952541,3.2,49,,,,1
2003-08-01,2003Q3,Ontario,2021A000235,Light fuel oils (except kerosene and diesel) [261322],"Index, 202001=100",403,units,0,v1324952543,3.4,46.5,,,,1
2003-08-01,2003Q3,Prairie Region,2021A00014,"Finished motor gasoline (except for aircraft, and ethanol fuel) [261211]","Index, 202001=100",403,units,0,v1324952548,4.1,68,,,,1
2003-08-01,2003Q3,Prairie Region,2021A00014,Diesel fuel [261221],"Index, 202001=100",403,units,0,v1324952549,4.2,42.7,,,,1
2003-08-01,2003Q3,Prairie Region,2021A00014,Light fuel oils (except kerosene and diesel) [261322],"Index, 202001=100",403,units,0,v1324952551,4.4,38.5,,,,1
2003-08-01,2003Q3,British Columbia,2021A000259,"Finished motor gasoline (except for aircraft, and ethanol fuel) [261211]","Index, 202001=100",403,units,0,v1324952536,5.1,67.4,,,,1
2003-08-01,2003Q3,British Columbia,2021A000259,Diesel fuel [261221],"Index, 202001=100",403,units,0,v1324952537,5.2,49.9,,,,1
2003-08-01,2003Q3,British Columbia,2021A000259,Light fuel oils (except kerosene and diesel) [261322],"Index, 202001=100",403,units,0,v1324952539,5.4,40.3,,,,1
2003-09-01,2003Q3,Atlantic Region,2021A00011,"Finished motor gasoline (except for aircraft, and ethanol fuel) [261211]","Index, 202001=100",403,units,0,v1324952532,1.1,54.4,,,,1
2003-09-01,2003Q3,Atlantic Region,2021A00011,Diesel fuel [261221],"Index, 202001=100",403,units,0,v1324952533,1.2,54.1,,,,1
2003-09-01,2003Q3,Atlantic Region,2021A00011,Light fuel oils (except kerosene and diesel) [261322],"Index, 202001=100",403,units,0,v1324952535,1.4,43.9,,,,1
2003-09-01,2003Q3,Quebec,2021A000224,"Finished motor gasoline (except for aircraft, and ethanol fuel) [261211]","Index, 202001=100",403,units,0,v1324952544,2.1,45.7,,,,1
2003-09-01,2003Q3,Quebec,2021A000224,Diesel fuel [261221],"Index, 202001=100",403,units,0,v1324952545,2.2,34.5,,,,1
2003-09-01,2003Q3,Quebec,2021A000224,Light fuel oils (except kerosene and diesel) [261322],"Index, 202001=100",403,units,0,v1324952547,2.4,39.3,,,,1
2003-09-01,2003Q3,Ontario,2021A000235,"Finished motor gasoline (except for aircraft, and ethanol fuel) [261211]","Index, 202001=100",403,units,0,v1324952540,3.1,61.7,,,,1
2003-09-01,2003Q3,Ontario,2021A000235,Diesel fuel [261221],"Index, 202001=100",403,units,0,v1324952541,3.2,46,,,,1
2003-09-01,2003Q3,Ontario,2021A000235,Light fuel oils (except kerosene and diesel) [261322],"Index, 202001=100",403,units,0,v1324952543,3.4,45.5,,,,1
2003-09-01,2003Q3,Prairie Region,2021A00014,"Finished motor gasoline (except for aircraft, and ethanol fuel) [261211]","Index, 202001=100",403,units,0,v1324952548,4.1,67.4,,,,1
2003-09-01,2003Q3,Prairie Region,2021A00014,Diesel fuel [261221],"Index, 202001=100",403,units,0,v1324952549,4.2,41,,,,1
2003-09-01,2003Q3,Prairie Region,2021A00014,Light fuel oils (except kerosene and diesel) [261322],"Index, 202001=100",403,units,0,v1324952551,4.4,38.1,,,,1
2003-09-01,2003Q3,British Columbia,2021A000259,"Finished motor gasoline (except for aircraft, and ethanol fuel) [261211]","Index, 202001=100",403,units,0,v1324952536,5.1,63.9,,,,1
2003-09-01,2003Q3,British Columbia,2021A000259,Diesel fuel [261221],"Index, 202001=100",403,units,0,v1324952537,5.2,48.6,,,,1
2003-09-01,2003Q3,British Columbia,2021A000259,Light fuel oils (except kerosene and diesel) [261322],"Index, 202001=100",403,units,0,v1324952539,5.4,38.9,,,,1
2003-10-01,2003Q4,Atlantic Region,2021A00011,"Finished motor gasoline (except for aircraft, and ethanol fuel) [261211]","Index, 202001=100",403,units,0,v1324952532,1.1,51,,,,1
2003-10-01,2003Q4,Atlantic Region,2021A00011,Diesel fuel [261221],"Index, 202001=100",403,units,0,v1324952533,1.2,54.9,,,,1
2003-10-01,2003Q4,Atlantic Region,2021A00011,Light fuel oils (except kerosene and diesel) [261322],"Index, 202001=100",403,units,0,v1324952535,1.4,43.1,,,,1
2003-10-01,2003Q4,Quebec,2021A000224,"Finished motor gasoline (except for aircraft, and ethanol fuel) [261211]","Index, 202001=100",403,units,0,v1324952544,2.1,43.9,,,,1
2003-10-01,2003Q4,Quebec,2021A000224,Diesel fuel [261221],"Index, 202001=100",403,units,0,v1324952545,2.2,35.5,,,,1
2003-10-01,2003Q4,Quebec,2021A000224,Light fuel oils (except kerosene and diesel) [261322],"Index, 202001=100",403,units,0,v1324952547,2.4,39.8,,,,1
2003-10-01,2003Q4,Ontario,2021A000235,"Finished motor gasoline (except for aircraft, and ethanol fuel) [261211]","Index, 202001=100",403,units,0,v1324952540,3.1,56.9,,,,1
2003-10-01,2003Q4,Ontario,2021A000235,Diesel fuel [261221],"Index, 202001=100",403,units,0,v1324952541,3.2,48.1,,,,1
2003-10-01,2003Q4,Ontario,2021A000235,Light fuel oils (except kerosene and diesel) [261322],"Index, 202001=100",403,units,0,v1324952543,3.4,47.6,,,,1
2003-10-01,2003Q4,Prairie Region,2021A00014,"Finished motor gasoline (except for aircraft, and ethanol fuel) [261211]","Index, 202001=100",403,units,0,v1324952548,4.1,61.2,,,,1
2003-10-01,2003Q4,Prairie Region,2021A00014,Diesel fuel [261221],"Index, 202001=100",403,units,0,v1324952549,4.2,40.6,,,,1
2003-10-01,2003Q4,Prairie Region,2021A00014,Light fuel oils (except kerosene and diesel) [261322],"Index, 202001=100",403,units,0,v1324952551,4.4,37.6,,,,1
2003-10-01,2003Q4,British Columbia,2021A000259,"Finished motor gasoline (except for aircraft, and ethanol fuel) [261211]","Index, 202001=100",403,units,0,v1324952536,5.1,55.9,,,,1
2003-10-01,2003Q4,British Columbia,2021A000259,Diesel fuel [261221],"Index, 202001=100",403,units,0,v1324952537,5.2,46.4,,,,1
2003-10-01,2003Q4,British Columbia,2021A000259,Light fuel oils (except kerosene and diesel) [261322],"Index, 202001=100",403,units,0,v1324952539,5.4,38.2,,,,1
2003-11-01,2003Q4,Atlantic Region,2021A00011,"Finished motor gasoline (except for aircraft, and ethanol fuel) [261211]","Index, 202001=100",403,units,0,v1324952532,1.1,49.5,,,,1
2003-11-01,2003Q4,Atlantic Region,2021A00011,Diesel fuel [261221],"Index, 202001=100",403,units,0,v1324952533,1.2,54.9,,,,1
2003-11-01,2003Q4,Atlantic Region,2021A00011,Light fuel oils (except kerosene and diesel) [261322],"Index, 202001=100",403,units,0,v1324952535,1.4,43.6,,,,1
2003-11-01,2003Q4,Quebec,2021A000224,"Finished motor gasoline (except for aircraft, and ethanol fuel) [261211]","Index, 202001=100",403,units,0,v1324952544,2.1,43.1,,,,1
2003-11-01,2003Q4,Quebec,2021A000224,Diesel fuel [261221],"Index, 202001=100",403,units,0,v1324952545,2.2,35.5,,,,1
2003-11-01,2003Q4,Quebec,2021A000224,Light fuel oils (except kerosene and diesel) [261322],"Index, 202001=100",403,units,0,v1324952547,2.4,39.8,,,,1
2003-11-01,2003Q4,Ontario,2021A000235,"Finished motor gasoline (except for aircraft, and ethanol fuel) [261211]","Index, 202001=100",403,units,0,v1324952540,3.1,54.9,,,,1
2003-11-01,2003Q4,Ontario,2021A000235,Diesel fuel [261221],"Index, 202001=100",403,units,0,v1324952541,3.2,48.2,,,,1
2003-11-01,2003Q4,Ontario,2021A000235,Light fuel oils (except kerosene and diesel) [261322],"Index, 202001=100",403,units,0,v1324952543,3.4,49.2,,,,1
2003-11-01,2003Q4,Prairie Region,2021A00014,"Finished motor gasoline (except for aircraft, and ethanol fuel) [261211]","Index, 202001=100",403,units,0,v1324952548,4.1,57.7,,,,1
2003-11-01,2003Q4,Prairie Region,2021A00014,Diesel fuel [261221],"Index, 202001=100",403,units,0,v1324952549,4.2,40.2,,,,1
2003-11-01,2003Q4,Prairie Region,2021A00014,Light fuel oils (except kerosene and diesel) [261322],"Index, 202001=100",403,units,0,v1324952551,4.4,37.3,,,,1
2003-11-01,2003Q4,British Columbia,2021A000259,"Finished motor gasoline (except for aircraft, and ethanol fuel) [261211]","Index, 202001=100",403,units,0,v1324952536,5.1,54.8,,,,1
2003-11-01,2003Q4,British Columbia,2021A000259,Diesel fuel [261221],"Index, 202001=100",403,units,0,v1324952537,5.2,46.7,,,,1
2003-11-01,2003Q4,British Columbia,2021A000259,Light fuel oils (except kerosene and diesel) [261322],"Index, 202001=100",403,units,0,v1324952539,5.4,38.9,,,,1
2003-12-01,2003Q4,Atlantic Region,2021A00011,"Finished motor gasoline (except for aircraft, and ethanol fuel) [261211]","Index, 202001=100",403,units,0,v1324952532,1.1,50,,,,1
2003-12-01,2003Q4,Atlantic Region,2021A00011,Diesel fuel [261221],"Index, 202001=100",403,units,0,v1324952533,1.2,57,,,,1
2003-12-01,2003Q4,Atlantic Region,2021A00011,Light fuel oils (except kerosene and diesel) [261322],"Index, 202001=100",403,units,0,v1324952535,1.4,45.4,,,,1
2003-12-01,2003Q4,Quebec,2021A000224,"Finished motor gasoline (except for aircraft, and ethanol fuel) [261211]","Index, 202001=100",403,units,0,v1324952544,2.1,43.4,,,,1
2003-12-01,2003Q4,Quebec,2021A000224,Diesel fuel [261221],"Index, 202001=100",403,units,0,v1324952545,2.2,36.5,,,,1
2003-12-01,2003Q4,Quebec,2021A000224,Light fuel oils (except kerosene and diesel) [261322],"Index, 202001=100",403,units,0,v1324952547,2.4,41.5,,,,1
2003-12-01,2003Q4,Ontario,2021A000235,"Finished motor gasoline (except for aircraft, and ethanol fuel) [261211]","Index, 202001=100",403,units,0,v1324952540,3.1,55.2,,,,1
2003-12-01,2003Q4,Ontario,2021A000235,Diesel fuel [261221],"Index, 202001=100",403,units,0,v1324952541,3.2,50.3,,,,1
2003-12-01,2003Q4,Ontario,2021A000235,Light fuel oils (except kerosene and diesel) [261322],"Index, 202001=100",403,units,0,v1324952543,3.4,51.8,,,,1
2003-12-01,2003Q4,Prairie Region,2021A00014,"Finished motor gasoline (except for aircraft, and ethanol fuel) [261211]","Index, 202001=100",403,units,0,v1324952548,4.1,56,,,,1
2003-12-01,2003Q4,Prairie Region,2021A00014,Diesel fuel [261221],"Index, 202001=100",403,units,0,v1324952549,4.2,42.5,,,,1
2003-12-01,2003Q4,Prairie Region,2021A00014,Light fuel oils (except kerosene and diesel) [261322],"Index, 202001=100",403,units,0,v1324952551,4.4,39.1,,,,1
2003-12-01,2003Q4,British Columbia,2021A000259,"Finished motor gasoline (except for aircraft, and ethanol fuel) [261211]","Index, 202001=100",403,units,0,v1324952536,5.1,54,,,,1
2003-12-01,2003Q4,British Columbia,2021A000259,Diesel fuel [261221],"Index, 202001=100",403,units,0,v1324952537,5.2,49.1,,,,1
2003-12-01,2003Q4,British Columbia,2021A000259,Light fuel oils (except kerosene and diesel) [261322],"Index, 202001=100",403,units,0,v1324952539,5.4,41.2,,,,1
2004-01-01,2004Q1,Atlantic Region,2021A00011,"Finished motor gasoline (except for aircraft, and ethanol fuel) [261211]","Index, 202001=100",403,units,0,v1324952532,1.1,53,,,,1
2004-01-01,2004Q1,Atlantic Region,2021A00011,Diesel fuel [261221],"Index, 202001=100",403,units,0,v1324952533,1.2,61.6,,,,1
2004-01-01,2004Q1,Atlantic Region,2021A00011,Light fuel oils (except kerosene and diesel) [261322],"Index, 202001=100",403,units,0,v1324952535,1.4,49.4,,,,1
2004-01-01,2004Q1,Quebec,2021A000224,"Finished motor gasoline (except for aircraft, and ethanol fuel) [261211]","Index, 202001=100",403,units,0,v1324952544,2.1,47.4,,,,1
2004-01-01,2004Q1,Quebec,2021A000224,Diesel fuel [261221],"Index, 202001=100",403,units,0,v1324952545,2.2,39.7,,,,1
2004-01-01,2004Q1,Quebec,2021A000224,Light fuel oils (except kerosene and diesel) [261322],"Index, 202001=100",403,units,0,v1324952547,2.4,45.8,,,,1
2004-01-01,2004Q1,Ontario,2021A000235,"Finished motor gasoline (except for aircraft, and ethanol fuel) [261211]","Index, 202001=100",403,units,0,v1324952540,3.1,60.6,,,,1
2004-01-01,2004Q1,Ontario,2021A000235,Diesel fuel [261221],"Index, 202001=100",403,units,0,v1324952541,3.2,54.5,,,,1
2004-01-01,2004Q1,Ontario,2021A000235,Light fuel oils (except kerosene and diesel) [261322],"Index, 202001=100",403,units,0,v1324952543,3.4,57.1,,,,1
2004-01-01,2004Q1,Prairie Region,2021A00014,"Finished motor gasoline (except for aircraft, and ethanol fuel) [261211]","Index, 202001=100",403,units,0,v1324952548,4.1,61.5,,,,1
2004-01-01,2004Q1,Prairie Region,2021A00014,Diesel fuel [261221],"Index, 202001=100",403,units,0,v1324952549,4.2,44.6,,,,1
2004-01-01,2004Q1,Prairie Region,2021A00014,Light fuel oils (except kerosene and diesel) [261322],"Index, 202001=100",403,units,0,v1324952551,4.4,40.5,,,,1
2004-01-01,2004Q1,British Columbia,2021A000259,"Finished motor gasoline (except for aircraft, and ethanol fuel) [261211]","Index, 202001=100",403,units,0,v1324952536,5.1,56.7,,,,1
2004-01-01,2004Q1,British Columbia,2021A000259,Diesel fuel [261221],"Index, 202001=100",403,units,0,v1324952537,5.2,50.8,,,,1
2004-01-01,2004Q1,British Columbia,2021A000259,Light fuel oils (except kerosene and diesel) [261322],"Index, 202001=100",403,units,0,v1324952539,5.4,41.4,,,,1
2004-02-01,2004Q1,Atlantic Region,2021A00011,"Finished motor gasoline (except for aircraft, and ethanol fuel) [261211]","Index, 202001=100",403,units,0,v1324952532,1.1,56.6,,,,1
2004-02-01,2004Q1,Atlantic Region,2021A00011,Diesel fuel [261221],"Index, 202001=100",403,units,0,v1324952533,1.2,64.6,,,,1
2004-02-01,2004Q1,Atlantic Region,2021A00011,Light fuel oils (except kerosene and diesel) [261322],"Index, 202001=100",403,units,0,v1324952535,1.4,50.1,,,,1
2004-02-01,2004Q1,Quebec,2021A000224,"Finished motor gasoline (except for aircraft, and ethanol fuel) [261211]","Index, 202001=100",403,units,0,v1324952544,2.1,51,,,,1
2004-02-01,2004Q1,Quebec,2021A000224,Diesel fuel [261221],"Index, 202001=100",403,units,0,v1324952545,2.2,42.9,,,,1
2004-02-01,2004Q1,Quebec,2021A000224,Light fuel oils (except kerosene and diesel) [261322],"Index, 202001=100",403,units,0,v1324952547,2.4,46.7,,,,1
2004-02-01,2004Q1,Ontario,2021A000235,"Finished motor gasoline (except for aircraft, and ethanol fuel) [261211]","Index, 202001=100",403,units,0,v1324952540,3.1,63.1,,,,1
2004-02-01,2004Q1,Ontario,2021A000235,Diesel fuel [261221],"Index, 202001=100",403,units,0,v1324952541,3.2,56.8,,,,1
2004-02-01,2004Q1,Ontario,2021A000235,Light fuel oils (except kerosene and diesel) [261322],"Index, 202001=100",403,units,0,v1324952543,3.4,56.9,,,,1
2004-02-01,2004Q1,Prairie Region,2021A00014,"Finished motor gasoline (except for aircraft, and ethanol fuel) [261211]","Index, 202001=100",403,units,0,v1324952548,4.1,66,,,,1
2004-02-01,2004Q1,Prairie Region,2021A00014,Diesel fuel [261221],"Index, 202001=100",403,units,0,v1324952549,4.2,47,,,,1
2004-02-01,2004Q1,Prairie Region,2021A00014,Light fuel oils (except kerosene and diesel) [261322],"Index, 202001=100",403,units,0,v1324952551,4.4,41.5,,,,1
2004-02-01,2004Q1,British Columbia,2021A000259,"Finished motor gasoline (except for aircraft, and ethanol fuel) [261211]","Index, 202001=100",403,units,0,v1324952536,5.1,61.4,,,,1
2004-02-01,2004Q1,British Columbia,2021A000259,Diesel fuel [261221],"Index, 202001=100",403,units,0,v1324952537,5.2,52.6,,,,1
2004-02-01,2004Q1,British Columbia,2021A000259,Light fuel oils (except kerosene and diesel) [261322],"Index, 202001=100",403,units,0,v1324952539,5.4,44.6,,,,1
2004-03-01,2004Q1,Atlantic Region,2021A00011,"Finished motor gasoline (except for aircraft, and ethanol fuel) [261211]","Index, 202001=100",403,units,0,v1324952532,1.1,59.6,,,,1
2004-03-01,2004Q1,Atlantic Region,2021A00011,Diesel fuel [261221],"Index, 202001=100",403,units,0,v1324952533,1.2,61.4,,,,1
2004-03-01,2004Q1,Atlantic Region,2021A00011,Light fuel oils (except kerosene and diesel) [261322],"Index, 202001=100",403,units,0,v1324952535,1.4,49.1,,,,1
2004-03-01,2004Q1,Quebec,2021A000224,"Finished motor gasoline (except for aircraft, and ethanol fuel) [261211]","Index, 202001=100",403,units,0,v1324952544,2.1,53.3,,,,1
2004-03-01,2004Q1,Quebec,2021A000224,Diesel fuel [261221],"Index, 202001=100",403,units,0,v1324952545,2.2,39.8,,,,1
2004-03-01,2004Q1,Quebec,2021A000224,Light fuel oils (except kerosene and diesel) [261322],"Index, 202001=100",403,units,0,v1324952547,2.4,44.8,,,,1
2004-03-01,2004Q1,Ontario,2021A000235,"Finished motor gasoline (except for aircraft, and ethanol fuel) [261211]","Index, 202001=100",403,units,0,v1324952540,3.1,63.9,,,,1
2004-03-01,2004Q1,Ontario,2021A000235,Diesel fuel [261221],"Index, 202001=100",403,units,0,v1324952541,3.2,54,,,,1
2004-03-01,2004Q1,Ontario,2021A000235,Light fuel oils (except kerosene and diesel) [261322],"Index, 202001=100",403,units,0,v1324952543,3.4,55.4,,,,1
2004-03-01,2004Q1,Prairie Region,2021A00014,"Finished motor gasoline (except for aircraft, and ethanol fuel) [261211]","Index, 202001=100",403,units,0,v1324952548,4.1,70.4,,,,1
2004-03-01,2004Q1,Prairie Region,2021A00014,Diesel fuel [261221],"Index, 202001=100",403,units,0,v1324952549,4.2,49.2,,,,1
2004-03-01,2004Q1,Prairie Region,2021A00014,Light fuel oils (except kerosene and diesel) [261322],"Index, 202001=100",403,units,0,v1324952551,4.4,41.8,,,,1
2004-03-01,2004Q1,British Columbia,2021A000259,"Finished motor gasoline (except for aircraft, and ethanol fuel) [261211]","Index, 202001=100",403,units,0,v1324952536,5.1,65.7,,,,1
2004-03-01,2004Q1,British Columbia,2021A000259,Diesel fuel [261221],"Index, 202001=100",403,units,0,v1324952537,5.2,54.9,,,,1
2004-03-01,2004Q1,British Columbia,2021A000259,Light fuel oils (except kerosene and diesel) [261322],"Index, 202001=100",403,units,0,v1324952539,5.4,46.5,,,,1
2004-04-01,2004Q2,Atlantic Region,2021A00011,"Finished motor gasoline (except for aircraft, and ethanol fuel) [261211]","Index, 202001=100",403,units,0,v1324952532,1.1,60.3,,,,1
2004-04-01,2004Q2,Atlantic Region,2021A00011,Diesel fuel [261221],"Index, 202001=100",403,units,0,v1324952533,1.2,60,,,,1
2004-04-01,2004Q2,Atlantic Region,2021A00011,Light fuel oils (except kerosene and diesel) [261322],"Index, 202001=100",403,units,0,v1324952535,1.4,48.3,,,,1
2004-04-01,2004Q2,Quebec,2021A000224,"Finished motor gasoline (except for aircraft, and ethanol fuel) [261211]","Index, 202001=100",403,units,0,v1324952544,2.1,53.8,,,,1
2004-04-01,2004Q2,Quebec,2021A000224,Diesel fuel [261221],"Index, 202001=100",403,units,0,v1324952545,2.2,38.2,,,,1
2004-04-01,2004Q2,Quebec,2021A000224,Light fuel oils (except kerosene and diesel) [261322],"Index, 202001=100",403,units,0,v1324952547,2.4,43.9,,,,1
2004-04-01,2004Q2,Ontario,2021A000235,"Finished motor gasoline (except for aircraft, and ethanol fuel) [261211]","Index, 202001=100",403,units,0,v1324952540,3.1,64.8,,,,1
